"ID","category","country","description","price","rating","region","title","varietal","vintage"
"206","White","Austria","Tender notes of candied lemon and tangerine promise aromatic but rounded pleasure on the nose. The palate follows suite with a juicy, appetizing core that owed much to tangerine pith and peel. There is structure and vividness as well as concentration, warmth and juicy poise. So harmonious that non-Riesling nuts will be surprised. The finish is whistle-clean, long and still juicy.","66",96,"Wachau","Josef Jamek 2017 Ried Klaus Smaragd Riesling (Wachau)","Riesling","2017"
"207","Red","US","Intense cranberry aromas meet with smoked pork roast, crushed slate and pinches of sage, thyme and white pepper on the nose of this luxury-level bottling. The palate is florally flush in touches of rose and tarragon, set against snappy red-plum fruit and racy acidity.","100",96,"California","Bien Nacido Estate 2015 LXXIII Reserve Pinot Noir (Santa Maria Valley)","Pinot Noir","2015"
"208","Red","US","Fresh on the palate and floral on the nose in a bouquet of rose, lavender and crushed herb, this perennially beautiful, delicate wine benefits from the addition of 7% Cabernet Franc and 3% Petit Verdot, also from the organically farmed estate. Pencil shavings, coffee and a touch of tobacco add to its savory, earthy nature, contributing to its overall structure and elegance. Enjoy best from 2025 through 2030 if you're able to wait.","225",97,"California","Spottswoode 2015 Family Estate Grown Cabernet Sauvignon (St. Helena)","Cabernet Sauvignon","2015"
"209","Red","US","This vintage of the perennial knockout is exceptional—a concentrated blend of 90% Cabernet Sauvignon, 7% Petit Verdot, 2% Cabernet Franc and 1% Malbec. Pencil shavings, red currant and red plum are complemented by hints of crushed rock and cocoa, with persistent acidity maintaining balance. Like so many of its forebears, this is a wine well worth cellaring; enjoy 2025–2035.","275",97,"California","Joseph Phelps 2015 Insignia Estate Grown Red (Napa Valley)","Bordeaux-style Red Blend","2015"
"210","Red","US","Dark and thick in appearance, this estate blend from winemaker Adam Henkel and proprietor Roger Bower shows a tremendous cassis aroma, with splashes of smoke, dried purple flowers and baking spice. The palate begins with a lavish entry of polished tannins that still have some teeth, providing tension that carries the dark fruit flavors deep into the finish.","150",97,"California","Crown Point 2015 Estate Selection Red (Happy Canyon of Santa Barbara)","Bordeaux-style Red Blend","2015"
"211","Red","US","The Daou brothers are intent on making this brand the most expensive and luxurious in Paso Robles. This vintage begins with intense aromas of roasted blackberry, tangy black-plum skin and crushed peppercorn. The palate is expertly layered in flavors of cassis, caramel, gravel, loam, cocoa and a hint of licorice. The tannins are firm but already approachable.","275",97,"California","Patrimony 2015 Cabernet Sauvignon (Adelaida District)","Cabernet Sauvignon","2015"
"212","Red","Austria","Cinnamon and tar tinge crushed black- and blueberry fruit on the rich nose. The palate comes in with the same richness and generosity. This is big and bold but captures the fine, dark and almost brooding fruit well amid the muscle and undoubted structure. The fine tannins almost settle like a veil, while a lively energy pulsates at the core of this powerful, age-worthy wine. Give this time. Drink 2025–2040.","105",97,"Leithaberg","Prieler 2015 Ried Marienthal Blaufränkisch (Leithaberg)","Blaufränkisch","2015"
"213","White","Austria","A teasing, flinty whiff of reduction beckons from the glass before the taut, fresh, poised but juicy palate hits you. The flavor is reminiscent both of baked and fresh apple, with a smooth lanolin tone. This is not only and elixir but a whole fountain of youth, a full-flavored jewel of a wine. Still slender, still vivid and like balm for the soul. If only we could age so gracefully.","110",97,"Wachau","Nikolaihof 2002 Vinothek Riesling (Wachau)","Riesling","2002"
"214","Red","France","Smoky tones of charcuterie and dried garrigue meld into ripe, luscious black plum and cassis here. A rich, densely concentrated Syrah, it's keenly balanced by crisp acidity and firm mineral tones. The finish is endless and unctuous, cushioned by sweet spice and silky, supple tannins. Gorgeous already it will only improve through 2027 and hold further.","280",97,"Rhône Valley","Delas Frères 2015 La Landonne  (Côte Rôtie)","Syrah","2015"
"215","Red","US","This winery is focused on setting a new benchmark for what Cabernet Sauvignon from Santa Barbara can be, and this bottling is its best yet. Beautifully layered aromas of black cherry, baking spice, star anise and crushed slate lead into a roasted palate of black plum and chai spices, with acid that carries into the finish.","150",97,"California","Crown Point 2015 Cabernet Sauvignon (Happy Canyon of Santa Barbara)","Cabernet Sauvignon","2015"
"229","Red","Austria","A rather subtle nose reveals only some crisp, red cherry fruit. The palate has a similar but promising reluctance. Everything here is crisp, tart and reminiscent of red currant and cranberry. There is aromatic depth and a translucent purity. Only later does the smokiness of oak envelope that lovely fruit, while fine tannins effect a gentle grip. This needs bottle age but will blossom into an elegant, light-footed Pinot Noir. Drink 2022–2030.","90",95,"Thermenregion","Johanneshof Reinisch 2016 Holzspur Pinot Noir (Thermenregion)","Pinot Noir","2016"
"230","Red","Austria","The smallest, ripest and juiciest wild blueberries are evoked on the alluring nose. A hint of cedar provides an aromatic edge. The palate is just as juicy as the nose suggests and brims with energetic, lively and pure fruitiness. The tannins are firm but take a back seat to the lively, exuberant fruit. Underneath is calm, inherent balance and quiet elegance.","70",95,"Carnuntum","Muhr-Van der Niepoort 2016 Prellenkirchen Liebkind Blaufränkisch (Carnuntum)","Blaufränkisch","2016"
"1817","Red","Italy","Woodland berry, blue flower, sunbaked soil and a whiff of dark spice shape the nose. Structured and extremely elegant, the focused, impeccable palate doles out juicy red cherry, strawberry, baking spice and star anise set against taut polished tannins that provide seamless support. It's well balanced, with fresh acidity. It's already tempting but hold for even more complexity. Drink 2022–2032.","195",96,"Piedmont","Gaja 2015  Barbaresco","Nebbiolo","2015"
"1818","White","Australia","From Ryan Walsh and Freya Hohnen, whose families have been wine farming in Margaret River for decades, this Chardonnay is refined, age worthy and just plain joyous to drink. Medium gold in hue, the aromas are heady and complex in tones of orange, grapefruit rind, salted nuts, mushroom, gunflint, honey and copper penny. The palate is viscous yet chalky, sliced through the middle by crystalline acidity and more complex, mineral-driven flavors. Drink now–2026.","50",97,"Western Australia","Walsh &amp; Sons 2016 Burnside Chardonnay (Margaret River)","Chardonnay","2016"
"1819","White","US","This white is so good, sumptuous in pear, peach and honey flavors dipped in anise. Lush and creamy, the texture is particularly memorable and beautiful. It has fully integrated the richer elements of fruit with supportive acidity and lingering twists of nutmeg and ginger.","70",97,"California","Lynmar 2016 Old Vines Chardonnay (Russian River Valley)","Chardonnay","2016"
"1820","White","US","This wine is aged in neutral oak, allowing plenty of room for the fruit and spice to breathe. Complex, bright and structured, it imparts lovely tones of dried herb, ginger, wet stone and lemon zest. The palate is medium bodied and subtle, finishing elegant and full of grace.","70",97,"California","Lynmar 2016 La Sereinité Chardonnay (Russian River Valley)","Chardonnay","2016"
"1821","White","US","Stone fruit, nutmeg and mineral notes open this lovely wine, which dazzles in high-toned acidity and a persistence of mineral and stony texture. The oak is nuanced and integrated, offering a hint of toasted nut and vanilla within a lasting cradling of baked apple and pear.","60",97,"California","Lynmar 2016 Sweeney Vineyard Chardonnay (Russian River Valley)","Chardonnay","2016"
"1822","Red","Australia","Despite the hot, early 2013 harvest, Australia's most famous single-vineyard wine is once again a thing of beauty. The nose croons to a medley of ripe red berries and plums followed by eucalyptus, black pepper, pencil lead on a core of damp earth and iodine. The palate slinks with a satiny texture and primary fruit. Charred wood, leather and graphite are knit together with threads of fine, silky tannins. The finish is long, tangy and a touch savory. In this historic producer's signature style, power and elegance reside seamlessly beside one another. Drink now–2038.","825",97,"South Australia","Henschke 2013 Hill of Grace Vineyard Shiraz (Eden Valley)","Shiraz","2013"
"1823","Fortified","Australia","From over 100-year-old vines, this historic Rutherglen fortified wine is as beautiful as it is complex. Molasses-hued, the ethereal nose sings with a multitude of aromas: dark chocolate, walnut, the spine of an old book and maple syrup syphoned straight from the tree beneath dried, crunching leaves. The first sip feels as though you're drinking satin, as all of the aromas morph into flavors slinking around the tongue. While it's raisiny and rich, it's far from cloying, and the finish is seemingly endless. A taste of Australian wine history.","375",97,"Victoria","Chambers Rosewood Vineyards NV Rare Muscadelle (Rutherglen)","Muscadelle",NULL
"1824","Red","Spain","This is a fabulous gran reserva from a very good but lightly heralded vintage. Aromas of spiced plum, black olive, fig, tobacco and cassis come together like a puzzle. A deep, pure palate shows near-perfect balance, while this tastes of plum, berry fruits and earthy spice. Smooth, elegant and chocolaty on the finish, this delivers all one can ask for from Rioja. Drink through 2035.","88",97,"Northern Spain","CVNE 2011 Imperial Gran Reserva  (Rioja)","Tempranillo","2011"
"1825","White","US","Salty, briny and beautifully spicy, this wine offers full-bodied richness that's completely in balance and remarkably memorable on the palate. Everything is well integrated, from the entry to the long, lingering finish.","55",98,"California","Lynmar 2016 Monastery Chardonnay (Russian River Valley)","Chardonnay","2016"
"1826","Red","US","This is a gorgeous, memorable and classically styled wine, grippy in tannin and a leathery texture that's complex and complicated. Black pepper, black cherry and toasted oak give it definition that evolves stunningly in the glass.","220",98,"California","Alpha Omega 2015 Thomas Vineyard Cabernet Sauvignon (Rutherford)","Cabernet Sauvignon","2015"
